GeoName,Description,2010,2011,2012,2013,2014,2015,2016,2017,2018
"Fremont, CO","    Finance, insurance, real estate, rental, and leasing",276431,287925,280951,267214,258585,270539,279235,281578,289985
"Fremont, CO",      Finance and insurance,26568,28906,26535,25478,24096,25469,24706,19283,17749
"Fremont, CO",      Real estate and rental and leasing,249846,259048,254416,241732,234518,245080,254719,263378,273794
"Fremont, CO",      Administrative and support and waste management and remediation services,12456,12133,13785,14411,14088,14171,13644,15954,18778
"Fremont, CO",      Health care and social assistance,100496,102983,102267,99647,100307,101933,104956,105703,106704
"Fremont, CO","    Arts, entertainment, recreation, accommodation, and food services",40987,42200,40068,39056,38314,41941,42521,44215,46373
"Fremont, CO","      Arts, entertainment, and recreation",12671,14733,12911,12873,12248,13187,14202,14279,14404
"Fremont, CO",      Accommodation and food services,28321,27461,27157,26186,26061,28744,28336,29932,31931
"Fremont, CO",    Other services (except government and government enterprises),31280,30349,29732,28737,29222,29557,29301,28546,29290
"Fremont, CO",Government and government enterprises,434070,438323,420995,402613,404701,415433,421072,425219,425919
"Fremont, CO",Trade,90476,93315,94302,95382,99046,104333,109123,113695,115405
"Fremont, CO",Manufacturing and information,74969,76338,77973,90429,97665,99982,100167,96273,102786
"Garfield, CO",All industry total,4198961,3958501,3816191,3841346,4148049,4230409,4246153,4301192,4243642
"Garfield, CO",  Private industries,3867167,3637933,3494480,3522314,3824018,3893919,3907595,3957275,3892653
"Garfield, CO","    Agriculture, forestry, fishing and hunting",3789,2250,2553,4095,3548,2196,4640,11270,5196
"Garfield, CO","    Mining, quarrying, and oil and gas extraction",2011250,1784203,1620468,1644065,1890238,1791686,1661265,1646011,1424616
"Garfield, CO",    Utilities,26574,26696,28599,31826,32187,36189,40142,39971,37661
"Garfield, CO",    Construction,232593,208399,205617,232577,246925,257888,264598,271737,277893
"Garfield, CO",    Manufacturing,31865,42458,50391,48879,57838,71035,66553,69919,75363
"Garfield, CO",      Durable goods manufacturing,16856,17198,15544,16293,15911,21065,20281,22891,23730
"Garfield, CO",      Nondurable goods manufacturing,14762,25229,34847,32571,42002,50010,46283,46974,51598
"Garfield, CO",    Wholesale trade,102890,102304,97756,102716,106460,108307,102161,104924,105851
"Garfield, CO",    Retail trade,210461,192176,176847,183181,189684,200685,207911,215970,218663
"Garfield, CO",    Transportation and warehousing,54342,61916,54180,46395,53418,61754,83353,79342,77817
"Garfield, CO",    Information,37505,38272,38407,44793,46577,47934,50194,52264,54774
"Garfield, CO","    Finance, insurance, real estate, rental, and leasing",556981,585443,617232,569827,558379,601890,617781,619043,662642
"Garfield, CO",      Finance and insurance,84532,102340,121118,98730,108258,123641,125930,105553,129673
"Garfield, CO",      Real estate and rental and leasing,472072,482990,496114,471204,449819,477551,491205,514583,532322
"Garfield, CO",    Professional and business services,210782,210309,218051,214418,229183,224920,220060,226924,235383
"Garfield, CO","      Professional, scientific, and technical services",116317,117095,121380,119848,130520,127304,125432,125436,132304
"Garfield, CO",      Management of companies and enterprises,22071,24248,24961,22609,22655,22557,23439,26448,26824
"Garfield, CO",      Administrative and support and waste management and remediation services,72394,68966,71709,71952,75973,75027,71303,75214,76466
"Garfield, CO","    Educational services, health care, and social assistance",179158,188743,197336,204610,209429,228906,244679,243873,245892
"Garfield, CO",      Educational services,19220,19383,19751,20889,21831,23246,24531,23778,22736
"Garfield, CO",      Health care and social assistance,159960,169364,177585,183717,187581,205667,220170,220151,223286
"Garfield, CO","    Arts, entertainment, recreation, accommodation, and food services",117268,117922,117630,125301,127289,134781,140791,151616,156045
"Garfield, CO","      Arts, entertainment, and recreation",18175,18508,18491,24185,25107,27785,31354,37698,38716
"Garfield, CO",      Accommodation and food services,99094,99414,99139,101148,102224,107070,109585,114255,117672
"Garfield, CO",    Other services (except government and government enterprises),69289,68543,69413,69200,70268,71344,68228,67452,69496
"Garfield, CO",Government and government enterprises,330748,320023,321711,319021,324250,335519,337343,342417,346633
"Garfield, CO",Natural resources and mining,2014969,1786492,1623022,1648144,1893789,1793400,1668739,1667575,1435468
"Garfield, CO",Trade,313370,294479,274603,285899,296147,308995,310078,320892,324503
"Garfield, CO",Transportation and utilities,80991,88463,82779,78243,85537,97842,123455,119224,115432
"Garfield, CO",Manufacturing and information,69752,80818,88798,93615,104510,119650,116830,122334,130547
"Garfield, CO",Private goods-producing industries 2/,2284151,2039620,1879030,1929327,2197930,2145945,2050050,2070680,1888966
"Garfield, CO",Private services-providing industries 3/,1564605,1592011,1615450,1592209,1622650,1717053,1776762,1802403,1865585
"Gilpin, CO",All industry total,635406,586556,537548,526928,501865,505564,503282,552434,525142
"Gilpin, CO",  Private industries,603962,555147,506390,495963,470891,474231,470775,519459,491435
"Gilpin, CO","    Mining, quarrying, and oil and gas extraction",520,19,0,0,0,0,0,0,0
"Gilpin, CO",    Utilities,0,0,0,0,0,0,0,0,0
"Gilpin, CO",    Construction,8074,7190,7340,6418,8827,6601,7262,51141,17395
"Gilpin, CO","    Finance, insurance, real estate, rental, and leasing",49918,51677,49634,47635,46497,47571,50136,52191,54931
"Gilpin, CO","    Arts, entertainment, recreation, accommodation, and food services",509957,458161,407222,399618,371459,373398,370132,369829,372573
"Gilpin, CO","      Arts, entertainment, and recreation",325965,279440,239485,211465,209560,212202,209974,208619,205871
"Gilpin, CO",      Accommodation and food services,184069,178733,167737,188013,162024,161359,160310,161317,166586
"Gilpin, CO",Government and government enterprises,31509,31429,31158,30961,30934,31290,32446,32921,33642
"Gilpin, CO",Private goods-producing industries 2/,9721,8252,8649,7768,10332,8256,7946,52365,18208
"Gilpin, CO",Private services-providing industries 3/,594240,546901,497741,488201,460478,466001,462868,464276,473187
"Grand, CO",All industry total,624448,621429,606255,620328,632620,653776,661941,685071,714703
"Grand, CO",  Private industries,536984,538780,518257,533309,545322,563971,572738,596387,623248
"Grand, CO","    Mining, quarrying, and oil and gas extraction",7569,5560,4962,4786,4366,6181,5386,6316,5769
"Grand, CO",    Construction,32715,26552,33860,44473,50525,55969,47506,55520,58434
"Grand, CO",    Manufacturing,5323,6235,7117,8311,8469,7726,7469,7623,6988
"Grand, CO",    Retail trade,39557,37878,35583,36485,37486,39087,40201,43830,46810
"Grand, CO",    Transportation and warehousing,7102,6777,7470,8747,9667,8412,7152,7442,8182
"Grand, CO",    Information,6548,6553,6962,7908,7930,3843,5978,3708,3697
"Grand, CO","    Finance, insurance, real estate, rental, and leasing",205808,210463,211770,206991,204463,209882,225540,229501,236190
"Grand, CO",      Finance and insurance,13002,14709,13736,13651,13873,15311,16593,12054,12799
"Grand, CO",      Real estate and rental and leasing,192770,195771,198035,193337,190566,194463,208820,217933,223828
"Grand, CO",    Professional and business services,43114,42600,46223,45306,46551,46123,46719,50174,52063
"Grand, CO","    Educational services, health care, and social assistance",14040,13529,9771,9435,8767,9556,10238,12744,13029
"Grand, CO",      Educational services,1154,1359,1239,1155,928,841,789,818,765
"Grand, CO",      Health care and social assistance,12875,12167,8532,8280,7845,8729,9472,11968,12314
"Grand, CO","    Arts, entertainment, recreation, accommodation, and food services",138550,139130,126787,126185,128698,137355,137899,140233,144929
"Grand, CO","      Arts, entertainment, and recreation",72466,71795,61630,59998,62143,65699,65648,65212,66971
"Grand, CO",      Accommodation and food services,66086,67333,65157,66178,66564,71650,72236,74936,77845
"Grand, CO",    Other services (except government and government enterprises),15857,14662,15635,16311,16470,17493,17728,19508,19617
"Grand, CO",Government and government enterprises,87448,82671,87998,87040,87342,89859,89281,88780,91560
"Grand, CO",Manufacturing and information,11893,12794,14079,16226,16414,11927,13552,11737,11014
"Gunnison, CO",All industry total,1161321,1125293,1108495,952371,940259,923743,943497,1012690,1028922
"Gunnison, CO",  Private industries,1039184,1004240,989169,836806,822046,799653,813280,878490,890805
"Gunnison, CO","    Agriculture, forestry, fishing and hunting",1681,949,948,1454,932,1428,1434,4373,3168
"Gunnison, CO","    Mining, quarrying, and oil and gas extraction",355222,333967,302751,225500,199772,161869,155926,181922,172810
"Gunnison, CO",    Utilities,15493,21632,12870,10787,14572,16803,16953,19457,15975
"Gunnison, CO",    Construction,54199,52244,47274,53728,50235,50552,54025,53667,55295
"Gunnison, CO",    Manufacturing,5992,5972,5702,6494,7195,7131,7038,7900,8404
"Gunnison, CO",      Durable goods manufacturing,3609,3609,3754,3989,4548,4278,3885,4191,4246
"Gunnison, CO",      Nondurable goods manufacturing,2382,2365,1948,2509,2648,2859,3176,3744,4215
"Gunnison, CO",    Wholesale trade,5504,6320,6755,7038,6640,6758,6798,7586,7638
"Gunnison, CO",    Retail trade,43789,42222,41406,41825,43298,44779,47294,49619,51629
"Gunnison, CO",    Transportation and warehousing,192135,160245,174876,97423,102154,94492,95450,122479,129451
"Gunnison, CO",    Information,8274,8520,9227,11988,11119,11016,10662,10786,10669
"Gunnison, CO","    Finance, insurance, real estate, rental, and leasing",181631,185359,185618,181110,179088,183359,191158,193143,198587
"Gunnison, CO",      Finance and insurance,16668,18094,18273,17036,16563,15752,16762,12028,11829
"Gunnison, CO",      Real estate and rental and leasing,164919,167263,167345,164089,162559,167756,174509,182075,187867
"Gunnison, CO",    Professional and business services,56872,58170,68458,63317,64862,71663,69639,68582,70884
"Gunnison, CO","      Professional, scientific, and technical services",29701,31656,32161,34038,34435,36380,38753,35975,37941
"Gunnison, CO","    Educational services, health care, and social assistance",20459,19720,20724,19867,19721,19707,21025,22466,22392
"Gunnison, CO",      Educational services,3392,2762,2830,3051,3329,3157,3015,2855,3023
"Gunnison, CO",      Health care and social assistance,17082,16959,17894,16811,16377,16546,18030,19663,19404
"Gunnison, CO","    Arts, entertainment, recreation, accommodation, and food services",78110,87230,92993,95691,97995,98203,101047,105977,108817
"Gunnison, CO","      Arts, entertainment, and recreation",37726,40287,37231,38995,42716,39803,43341,44735,46670
"Gunnison, CO",      Accommodation and food services,40381,46937,55762,56700,55336,58384,57762,61269,62217
"Gunnison, CO",    Other services (except government and government enterprises),20559,20584,19566,19532,20243,20646,20414,20354,21700
"Gunnison, CO",Government and government enterprises,122165,121052,119325,115289,117738,123037,128834,133155,136929
"Gunnison, CO",Natural resources and mining,356916,334917,303699,227009,200697,163457,157530,186975,176505
"Gunnison, CO",Trade,49296,48541,48161,48863,49935,51534,54089,57207,59262
"Gunnison, CO",Transportation and utilities,206836,182330,187745,108188,116736,111416,112525,142051,145443
"Gunnison, CO",Manufacturing and information,14256,14485,14930,18475,18338,18170,17735,18802,19250
"Gunnison, CO",Private goods-producing industries 2/,417113,393139,356675,288394,259756,225410,224774,251859,245108
"Gunnison, CO",Private services-providing industries 3/,621226,610416,632494,547812,559166,566669,579830,619059,636291
"Hinsdale, CO",All industry total,46278,47171,47290,46740,47608,48200,47982,52284,52699
"Hinsdale, CO",  Private industries,42075,43123,43216,42699,43543,43919,43668,47807,48361
"Hinsdale, CO","    Mining, quarrying, and oil and gas extraction",113,23,0,1541,1752,2184,1862,1875,799
"Hinsdale, CO",    Utilities,0,0,0,0,0,0,0,0,0
"Hinsdale, CO",      Durable goods manufacturing,18,55,102,114,62,76,57,54,55
"Hinsdale, CO","    Finance, insurance, real estate, rental, and leasing",18980,19507,19190,18889,18570,19064,20458,21709,22496
"Hinsdale, CO",    Professional and business services,12544,13634,15464,14076,14816,14656,13204,15498,15575
"Hinsdale, CO",      Educational services,64,38,33,24,25,0,13,18,18
"Hinsdale, CO","    Arts, entertainment, recreation, accommodation, and food services",1343,1584,1475,1526,1985,1849,1666,1784,1735
"Hinsdale, CO",    Other services (except government and government enterprises),915,867,772,737,760,748,795,756,825
"Hinsdale, CO",Government and government enterprises,4204,4048,4074,4041,4067,4274,4305,4477,4346
"Huerfano, CO",All industry total,261032,229511,207675,215453,231300,233778,246665,271378,273895
"Huerfano, CO",  Private industries,235451,205568,184607,193240,209807,211931,223227,249428,251279
"Huerfano, CO","    Agriculture, forestry, fishing and hunting",1113,448,517,1201,910,659,1452,4889,4307
"Huerfano, CO","    Mining, quarrying, and oil and gas extraction",43388,28399,22908,28202,37752,41078,37123,45152,31303
"Huerfano, CO",    Utilities,1923,2101,3046,7030,7464,6013,8408,15447,16159
"Huerfano, CO",    Construction,4332,3891,3237,4711,7614,8400,13414,15887,16921
"Huerfano, CO",    Manufacturing,41159,25174,10543,9918,18226,16545,19534,20897,22455
"Huerfano, CO",    Retail trade,11318,12487,13727,13808,13560,14808,15153,15517,16688
"Huerfano, CO",    Information,6461,7160,2902,3003,2420,2209,2431,2548,2880
"Huerfano, CO","    Finance, insurance, real estate, rental, and leasing",67502,69367,67789,64778,62494,64538,67813,69804,73564
"Huerfano, CO",      Finance and insurance,3170,3816,3667,3305,2852,2634,2782,1233,1464
"Huerfano, CO",      Real estate and rental and leasing,64317,65552,64122,61475,59660,61942,65070,68815,72332
"Huerfano, CO","    Educational services, health care, and social assistance",25922,23882,24267,24586,24731,23553,23641,24310,24575
"Huerfano, CO","    Arts, entertainment, recreation, accommodation, and food services",5624,6346,6498,6901,6197,6144,6307,6319,6217
"Huerfano, CO",    Other services (except government and government enterprises),5173,5098,4888,4521,4464,4117,4048,3871,4036
"Huerfano, CO",Government and government enterprises,25547,23923,23068,22229,21577,21914,23442,22589,23197
"Huerfano, CO",Natural resources and mining,44477,28864,23425,29395,38675,41592,39645,55252,40020
"Huerfano, CO",Manufacturing and information,46509,32342,13445,12932,20342,18479,21570,23002,24879
"Huerfano, CO",Private goods-producing industries 2/,88124,56990,37205,44222,64149,66183,78515,96632,88470
"Huerfano, CO",Private services-providing industries 3/,146196,147689,147401,148997,145900,146193,149330,162117,168765
"Jackson, CO",All industry total,78839,82592,67984,70519,78749,89185,93650,98742,118656
"Jackson, CO",  Private industries,67781,71094,57019,59884,67900,79422,84423,89772,109493
"Jackson, CO","    Agriculture, forestry, fishing and hunting",12273,13004,1782,1491,2991,10458,10242,5479,9760
"Jackson, CO","    Mining, quarrying, and oil and gas extraction",7358,9157,7323,10376,12817,16709,38594,52201,77029
"Jackson, CO",    Utilities,0,0,0,34,51,0,69,96,107
"Jackson, CO",      Nondurable goods manufacturing,19,42,18,2,3,14,70,67,65
"Jackson, CO",    Retail trade,2840,2653,2647,2604,2608,2634,2746,3249,3431
"Jackson, CO","    Finance, insurance, real estate, rental, and leasing",18042,18384,17549,17091,17284,17321,17500,17574,18014
"Jackson, CO",    Professional and business services,14638,16000,18331,17727,19293,17762,16265,20450,21716
"Jackson, CO",      Management of companies and enterprises,11347,12242,14160,12806,13467,13435,12324,14856,14703
"Jackson, CO","    Arts, entertainment, recreation, accommodation, and food services",2065,2036,1819,2067,2228,2518,2309,2632,2578
"Jackson, CO",Government and government enterprises,11038,11475,10965,10635,10858,9973,9616,9501,9992
"Jackson, CO",Natural resources and mining,18745,21377,9106,11880,15832,29563,45822,49135,74665
"Jackson, CO",Private goods-producing industries 2/,23048,24843,11244,15286,20428,32973,44141,46943,68174
"Jackson, CO",Private services-providing industries 3/,44068,45534,45775,44495,47200,47778,45190,48028,50684
"Jefferson, CO*",All industry total,24002698,24029939,24116713,24390030,25177789,26075796,27600781,28434307,29445620
"Jefferson, CO*",  Private industries,20750375,20846994,20993978,21390122,22158316,22984723,24435353,25221651,26224408
"Jefferson, CO*","    Agriculture, forestry, fishing and hunting",5044,18637,4538,10341,6490,9284,15809,8517,13558
"Jefferson, CO*","    Mining, quarrying, and oil and gas extraction",120449,112146,114121,98106,100186,106198,92714,116523,117304
"Jefferson, CO*",    Utilities,146146,159632,146097,132368,141089,144613,125637,116810,126419
"Jefferson, CO*",    Construction,917140,939413,907383,1041190,1209554,1374308,1385396,1461380,1517747
"Jefferson, CO*",    Manufacturing,3128782,2941436,2760100,2809878,2841974,3087951,3372964,3645872,3817988
"Jefferson, CO*",      Durable goods manufacturing,2341139,2233324,2119542,2182459,2276761,2486447,2753672,2979881,3110093
"Jefferson, CO*",      Nondurable goods manufacturing,790086,708744,640558,627356,565629,602251,621520,668541,710316
"Jefferson, CO*",    Wholesale trade,1452368,1402320,1477003,1513228,1559756,1643034,1652195,1723009,1735607
"Jefferson, CO*",    Retail trade,1699981,1670632,1674791,1728476,1804697,1919599,2025931,2093224,2143897
"Jefferson, CO*",    Transportation and warehousing,361935,308629,346985,480309,671407,439149,1021510,870015,740328
"Jefferson, CO*",    Information,772915,774908,758050,830884,879168,893875,955044,1087572,1178101
"Jefferson, CO*","    Finance, insurance, real estate, rental, and leasing",5001392,5189944,5275723,5071619,4967095,5199097,5417497,5519835,5720778
"Jefferson, CO*",      Finance and insurance,868177,944912,1009761,982479,943752,958267,941545,854561,863091
"Jefferson, CO*",      Real estate and rental and leasing,4131315,4244386,4265962,4088993,4024077,4243456,4483180,4683533,4879882
"Jefferson, CO*",    Professional and business services,3797333,3853327,3962140,3952176,4114489,4099960,4175346,4415448,4845018
"Jefferson, CO*","      Professional, scientific, and technical services",2656274,2732111,2810290,2853463,2924522,2933580,2943094,3052734,3286838
"Jefferson, CO*",      Management of companies and enterprises,374449,373516,358322,312899,346372,310859,312196,321723,388955
"Jefferson, CO*",      Administrative and support and waste management and remediation services,766570,747687,793528,785790,843454,854076,916097,1032153,1159694
"Jefferson, CO*","    Educational services, health care, and social assistance",1894650,2011550,2068135,2157005,2229446,2381125,2488029,2438371,2509795
"Jefferson, CO*",      Educational services,226013,221270,209872,213203,212292,219489,228020,221943,223508
"Jefferson, CO*",      Health care and social assistance,1669213,1790428,1858263,1943865,2017476,2162333,2260816,2217322,2287611
"Jefferson, CO*","    Arts, entertainment, recreation, accommodation, and food services",785444,805031,833778,917205,951715,988070,976319,1019054,1055222
"Jefferson, CO*","      Arts, entertainment, and recreation",139039,137988,136795,190184,207191,218371,202665,216209,229591
"Jefferson, CO*",      Accommodation and food services,646352,667014,696983,727322,745010,770280,773783,803209,826355
"Jefferson, CO*",    Other services (except government and government enterprises),670887,659368,665133,645251,671608,684606,690805,695043,717199
"Jefferson, CO*",Government and government enterprises,3251820,3182715,3122735,3000538,3021093,3093442,3169704,3217711,3228655
"Jefferson, CO*",Natural resources and mining,126651,130578,118659,108636,106689,115771,110463,125660,131933
"Jefferson, CO*",Trade,3152268,3072921,3151794,3241687,3364375,3562548,3678069,3816285,3879051
"Jefferson, CO*",Transportation and utilities,506218,469059,493082,612991,812468,585125,1152207,990735,869132
"Jefferson, CO*",Manufacturing and information,3899982,3715961,3518150,3640385,3719907,3983608,4331728,4732006,4990334
"Jefferson, CO*",Private goods-producing industries 2/,4172841,4011489,3786143,3960711,4164163,4588822,4878155,5237817,5471280
"Jefferson, CO*",Private services-providing industries 3/,16579308,16836415,17207835,17429232,17993308,18388500,19549341,19969785,20737879
"Kiowa, CO",All industry total,100186,94753,93751,98949,89237,84548,83008,90628,73798
"Kiowa, CO",  Private industries,86608,80973,80848,86784,77786,72755,71038,78613,60654
"Kiowa, CO","    Mining, quarrying, and oil and gas extraction",10685,12217,13615,11961,9681,6967,6792,7496,7841
"Kiowa, CO",    Utilities,1483,1689,1778,1383,1310,1476,1587,1689,1863
"Kiowa, CO",      Durable goods manufacturing,69,154,270,213,79,101,65,99,102
"Kiowa, CO",    Retail trade,2503,2421,2658,2328,2222,2360,2771,3787,3546
"Kiowa, CO","    Finance, insurance, real estate, rental, and leasing",15882,16197,16231,15149,15104,14317,14042,14565,14648
"Kiowa, CO",    Professional and business services,12479,13484,15810,14079,14649,14598,13859,16880,16938
"Kiowa, CO",      Management of companies and enterprises,11347,12242,14160,12806,13467,13435,12324,14856,14703
"Kiowa, CO",      Educational services,84,64,79,55,45,23,28,42,42
"Kiowa, CO","      Arts, entertainment, and recreation",0,0,56,481,551,517,176,270,278
"Kiowa, CO",Government and government enterprises,13582,13793,12904,12171,11441,11672,11774,12014,12481
"Kiowa, CO",Private goods-producing industries 2/,46885,35433,30565,39996,34290,30989,34730,36688,12820
"Kiowa, CO",Private services-providing industries 3/,39754,45374,50283,46677,43374,41435,37637,42711,42877
"Kit Carson, CO",All industry total,521130,437716,392480,362369,343626,318197,325292,331713,391520
"Kit Carson, CO",  Private industries,481106,399168,354550,325831,307324,281091,287558,293302,354331
"Kit Carson, CO","    Agriculture, forestry, fishing and hunting",285740,179713,120348,83319,40114,23923,8347,25564,103258
"Kit Carson, CO","    Mining, quarrying, and oil and gas extraction",1797,1952,4177,4949,6079,4607,2821,3401,2692
"Kit Carson, CO",    Utilities,4623,13012,13302,12338,12650,14950,39319,41243,40637
"Kit Carson, CO",    Construction,9681,7666,6909,11236,19114,10400,7506,5676,5689
"Kit Carson, CO",    Manufacturing,7190,8584,8342,8384,9073,9143,7927,8085,8086
"Kit Carson, CO",      Durable goods manufacturing,3317,3677,3766,3615,4330,4070,3218,4008,3818
"Kit Carson, CO",      Nondurable goods manufacturing,3861,4910,4577,4770,4737,5079,4740,4047,4258
"Kit Carson, CO",    Wholesale trade,31276,29958,40486,46778,60511,56608,53473,49340,53008
"Kit Carson, CO",    Retail trade,15882,16207,17314,17360,17255,17749,19454,20015,20996
"Kit Carson, CO",    Transportation and warehousing,8289,11335,10455,11178,9208,11466,13894,15194,16635
"Kit Carson, CO",    Information,4545,4379,4069,4423,4493,4902,5109,5409,5528
"Kit Carson, CO","    Finance, insurance, real estate, rental, and leasing",71435,75082,76404,74340,74413,70631,71565,70544,71066
"Kit Carson, CO",      Finance and insurance,13202,13731,13413,13861,13681,12821,13312,10775,10256
"Kit Carson, CO",      Real estate and rental and leasing,58247,61360,62990,60465,60730,57822,58229,60108,61276
"Kit Carson, CO",    Professional and business services,26715,26218,27314,26093,26848,27507,23526,20629,20287
"Kit Carson, CO","    Educational services, health care, and social assistance",5988,6353,6001,6080,6605,6600,6944,7251,7521
"Kit Carson, CO",      Educational services,44,68,72,49,87,118,100,57,58
"Kit Carson, CO",      Health care and social assistance,5943,6285,5929,6031,6517,6481,6844,7196,7465
"Kit Carson, CO","    Arts, entertainment, recreation, accommodation, and food services",8941,9206,9333,9300,9029,8939,9041,9540,9452
"Kit Carson, CO","      Arts, entertainment, and recreation",288,295,250,315,427,353,333,350,358
"Kit Carson, CO",      Accommodation and food services,8653,8911,9082,8985,8605,8587,8708,9190,9095
"Kit Carson, CO",    Other services (except government and government enterprises),9245,9668,10096,10107,10041,9856,8885,7067,7344
"Kit Carson, CO",Government and government enterprises,40342,38557,37930,36528,36246,36864,37500,38177,37466
"Kit Carson, CO",Natural resources and mining,287338,181663,124525,88263,46354,28746,11330,29073,105332
"Kit Carson, CO",Trade,47153,46163,57800,64143,77793,74384,72953,69362,74022
"Kit Carson, CO",Transportation and utilities,12682,24325,23757,23516,21884,26435,53192,56430,57305
"Kit Carson, CO",Manufacturing and information,11771,12967,12412,12805,13571,14023,12922,13351,13456
"Kit Carson, CO",Private goods-producing industries 2/,303134,197957,139777,107901,75694,49306,29385,41730,104820
"Kit Carson, CO",Private services-providing industries 3/,186434,201472,214773,217987,230862,229181,252098,247284,253377
"Lake, CO",All industry total,186846,206078,278563,278772,294343,277307,266524,296883,309433
"Lake, CO",  Private industries,139905,162739,238576,240662,256055,237274,227503,257621,269552
"Lake, CO","    Mining, quarrying, and oil and gas extraction",847,18268,94223,93041,103922,77556,68824,95329,100980
"Lake, CO",    Utilities,461,460,463,546,560,599,646,564,1007
"Lake, CO",    Construction,12388,13494,11743,14553,18156,19669,15420,16477,17315
"Lake, CO",    Wholesale trade,3120,3636,4315,3831,4287,5142,4551,4688,4707
"Lake, CO",    Retail trade,9559,9291,9311,8757,8494,9281,10564,11375,11650
"Lake, CO",    Information,743,909,1052,1338,1208,999,869,880,978
"Lake, CO","    Finance, insurance, real estate, rental, and leasing",61805,62130,60311,58409,57307,59375,62984,63902,66786
"Lake, CO",      Finance and insurance,1660,2366,2374,2402,2331,2153,2329,1106,1070
"Lake, CO",      Real estate and rental and leasing,60114,59763,57936,56004,54976,57248,60675,63076,66032
"Lake, CO",    Professional and business services,16935,19460,21690,19451,21470,20853,19298,22565,22809
"Lake, CO","      Professional, scientific, and technical services",2699,4174,4093,2723,2867,3305,3037,3825,4171
"Lake, CO",      Management of companies and enterprises,11347,12242,14160,12806,13467,13435,12324,14856,14703
"Lake, CO",      Administrative and support and waste management and remediation services,2881,3047,3437,3921,5114,4122,3936,3940,3965
"Lake, CO","    Arts, entertainment, recreation, accommodation, and food services",13023,13832,13637,15206,15735,16465,16889,18232,18279
"Lake, CO","      Arts, entertainment, and recreation",5829,5954,5538,6670,7284,7383,7767,7902,8134
"Lake, CO",      Accommodation and food services,7194,7876,8099,8540,8463,9088,9135,10319,10147
"Lake, CO",    Other services (except government and government enterprises),5664,5418,5363,5275,5350,5208,5293,5519,5737
"Lake, CO",Government and government enterprises,47054,43426,39987,38166,38482,39816,38751,39382,40101
"Lake, CO",Trade,12680,12927,13626,12587,12782,14426,15118,16064,16356
"La Plata, CO",All industry total,3501346,3253812,3162531,3437019,3650411,3499160,3674622,3650188,3515882
"La Plata, CO",  Private industries,3099577,2867913,2774995,3046937,3251751,3097485,3290638,3266286,3124211
"La Plata, CO","    Mining, quarrying, and oil and gas extraction",1222805,989240,823530,841781,1000699,1083092,1089165,1092718,912840
"La Plata, CO",    Construction,132150,125759,140510,170208,191660,196335,196426,169763,174730
"La Plata, CO",    Manufacturing,39645,42160,40862,43286,43445,44243,48889,51155,53356
"La Plata, CO",      Durable goods manufacturing,21388,22742,22033,22847,22832,23380,26160,27709,28846
"La Plata, CO",      Nondurable goods manufacturing,18257,19418,18829,20444,20619,20869,22737,23457,24523
"La Plata, CO",    Wholesale trade,69303,69607,70459,75380,77261,82004,80931,84387,84079
"La Plata, CO",    Retail trade,176865,168125,164500,166144,165281,164091,168853,180571,185553
"La Plata, CO",    Transportation and warehousing,143132,207296,248451,451439,417235,215817,342263,311164,248303
"La Plata, CO",    Information,69648,66886,65432,74657,75726,74869,89857,80065,75585
"La Plata, CO","    Finance, insurance, real estate, rental, and leasing",527048,522915,530307,514081,533888,536105,546132,557252,570007
"La Plata, CO",      Finance and insurance,138300,126168,129907,122249,140441,131407,126066,119578,118720
"La Plata, CO",      Real estate and rental and leasing,389256,396696,400401,391895,392744,404835,421161,440259,454726
"La Plata, CO","      Professional, scientific, and technical services",152190,151163,169057,178275,193826,177384,150536,150368,162325
"La Plata, CO",      Administrative and support and waste management and remediation services,69420,49889,47922,49677,51894,50472,51457,49876,51712
"La Plata, CO","    Educational services, health care, and social assistance",225952,229907,236808,237419,246857,261533,272210,282409,273448
"La Plata, CO",      Educational services,17061,17196,17886,17090,18132,18910,18892,20207,16694
"La Plata, CO",      Health care and social assistance,208894,212710,218922,220338,228723,242635,253374,262222,256996
"La Plata, CO","    Arts, entertainment, recreation, accommodation, and food services",133989,136765,137949,146124,153017,156092,156567,157795,157929
"La Plata, CO","      Arts, entertainment, and recreation",33522,34706,34349,37660,43170,45260,47055,44725,43736
"La Plata, CO",      Accommodation and food services,100466,102057,103599,108474,109926,110942,109676,113107,114167
"La Plata, CO",    Other services (except government and government enterprises),62068,58862,59472,58292,59121,59230,58410,58592,61535
"La Plata, CO",Government and government enterprises,400781,385488,387535,390065,398798,399043,389193,388583,392547
"La Plata, CO",Trade,246176,237730,234959,241532,242560,246113,249805,264961,269578
"La Plata, CO",Manufacturing and information,109383,109041,106295,117925,119144,119153,138434,131704,129882
"Larimer, CO",All industry total,12632341,12807724,13104708,13582127,14114143,14784676,15358832,16121584,16793330
"Larimer, CO",  Private industries,10686596,10885373,11169560,11289092,11786394,12366673,12863553,13533441,14148755
"Larimer, CO","    Agriculture, forestry, fishing and hunting",42438,42470,43078,51320,70020,88762,87976,87887,132450
"Larimer, CO","    Mining, quarrying, and oil and gas extraction",78932,71806,67742,85731,117344,105155,102299,112330,205625
"Larimer, CO",    Utilities,163982,177863,161006,162776,155475,133910,159131,153614,140151
"Larimer, CO",    Construction,577536,573214,625603,731221,806324,873622,959941,997288,1002050
