county,Month,Year,Med_Sales,Rec_Sales,Med_Blank_Code,Rec_Blank_Code,ID
Morgan,4,2019,,1186345,NR,,42019Morgan
Montrose,4,2019,,,NR,NL,42019Montrose
Montezuma,4,2019,47348,1832405,,,42019Montezuma
Moffat,4,2019,,622107,NL,,42019Moffat
Mineral,4,2019,,,NL,NL,42019Mineral
Mesa,4,2019,,1719091,NR,,42019Mesa
Logan,4,2019,,,NL,NL,42019Logan
Lincoln,4,2019,,,NL,NL,42019Lincoln
Las Animas,4,2019,34184,3987534,,,42019Las Animas
Larimer,4,2019,801662,6857558,,,42019Larimer
Lake,4,2019,,,NL,NR,42019Lake
La Plata,4,2019,,2077106,NR,,42019La Plata
Kit Carson,4,2019,,,NL,NL,42019Kit Carson
Kiowa,4,2019,,,NL,NL,42019Kiowa
Jefferson,4,2019,1221673,4453056,,,42019Jefferson
Jackson,4,2019,,,NL,NL,42019Jackson
Huerfano,4,2019,,145093,NL,,42019Huerfano
Hinsdale,4,2019,,,NL,NL,42019Hinsdale
Gunnison,4,2019,,495750,NL,,42019Gunnison
Grand,4,2019,,422678,NR,,42019Grand
Gilpin,4,2019,,161627,NL,,42019Gilpin
Garfield,4,2019,115501,1912690,,,42019Garfield
Fremont,4,2019,,,NR,NL,42019Fremont
Elbert,4,2019,,,NL,NL,42019Elbert
El Paso,4,2019,8471384,,,NR,42019El Paso
Eagle,4,2019,90807,1293253,,,42019Eagle
Douglas,4,2019,,,NL,NL,42019Douglas
Dolores,4,2019,,,NL,NL,42019Dolores
Denver,4,2019,12355779,35849262,,,42019Denver
Delta,4,2019,,,NL,NL,42019Delta
Custer,4,2019,,,NL,NL,42019Custer
Crowley,4,2019,,,NL,NR,42019Crowley
Costilla,4,2019,,327009,NL,,42019Costilla
Conejos,4,2019,,487509,NL,,42019Conejos
Clear Creek,4,2019,,541179,NR,,42019Clear Creek
Cheyenne,4,2019,,,NL,NL,42019Cheyenne
Chaffee,4,2019,,407018,NR,,42019Chaffee
Broomfield,4,2019,,,NL,NL,42019Broomfield
Boulder,4,2019,1167776,7966512,,,42019Boulder
Bent,4,2019,,,NL,NL,42019Bent
Baca,4,2019,,,NL,NL,42019Baca
Archuleta,4,2019,,607638,NL,,42019Archuleta
Arapahoe,4,2019,861301,10818518,,,42019Arapahoe
Alamosa,4,2019,,,NR,NL,42019Alamosa
Adams,4,2019,657538,8088858,,,42019Adams
Yuma,3,2019,,,NL,NL,32019Yuma
Weld,3,2019,324054,2371653,,,32019Weld
Washington,3,2019,,,NL,NL,32019Washington
Teller,3,2019,,,NL,NL,32019Teller
Summit,3,2019,90465,3071178,,,32019Summit
Sum of NR Counties,3,2019,792987,4887349,,,32019Sum of NR Counties
Sedgwick,3,2019,,,NR,NR,32019Sedgwick
San Miguel,3,2019,,586071,NR,,32019San Miguel
San Juan,3,2019,,,NL,NR,32019San Juan
Saguache,3,2019,,170926,NL,,32019Saguache
Routt,3,2019,149654,1248490,,,32019Routt
Rio Grande,3,2019,,,NL,NL,32019Rio Grande
Rio Blanco,3,2019,,,NL,NL,32019Rio Blanco
Pueblo,3,2019,654207,6165091,,,32019Pueblo
Prowers,3,2019,,,NL,NL,32019Prowers
Pitkin,3,2019,53366,1617563,,,32019Pitkin
Phillips,3,2019,,,NL,NL,32019Phillips
Park,3,2019,,407207,NR,,32019Park
Ouray,3,2019,,686123,NL,,32019Ouray
Otero,3,2019,,,NR,NR,32019Otero
Morgan,3,2019,,,NR,NR,32019Morgan
Montrose,3,2019,,,NR,NL,32019Montrose
Montezuma,3,2019,44973,1891600,,,32019Montezuma
Moffat,3,2019,,634643,NR,,32019Moffat
Mineral,3,2019,,,NL,NL,32019Mineral
Mesa,3,2019,,1798281,NR,,32019Mesa
Logan,3,2019,,,NL,NL,32019Logan
Lincoln,3,2019,,,NL,NL,32019Lincoln
Las Animas,3,2019,39741,4235173,,,32019Las Animas
Larimer,3,2019,846068,6934865,,,32019Larimer
Lake,3,2019,,,NL,NR,32019Lake
La Plata,3,2019,,2291152,NR,,32019La Plata
Kit Carson,3,2019,,,NL,NL,32019Kit Carson
Kiowa,3,2019,,,NL,NL,32019Kiowa
Jefferson,3,2019,1339825,4619785,,,32019Jefferson
Jackson,3,2019,,,NL,NL,32019Jackson
Huerfano,3,2019,,190779,NL,,32019Huerfano
Hinsdale,3,2019,,,NL,NL,32019Hinsdale
Gunnison,3,2019,,698438,NL,,32019Gunnison
Grand,3,2019,,716797,NR,,32019Grand
Gilpin,3,2019,,177017,NL,,32019Gilpin
Garfield,3,2019,160604,1940686,,,32019Garfield
Fremont,3,2019,,,NR,NL,32019Fremont
Elbert,3,2019,,,NL,NL,32019Elbert
El Paso,3,2019,8576412,,,NR,32019El Paso
Eagle,3,2019,85720,2048364,,,32019Eagle
Douglas,3,2019,,,NL,NL,32019Douglas
Dolores,3,2019,,,NL,NL,32019Dolores
Denver,3,2019,12204058,35328169,,,32019Denver
Delta,3,2019,,,NL,NL,32019Delta
Custer,3,2019,,,NL,NL,32019Custer
Crowley,3,2019,,,NL,NL,32019Crowley
Costilla,3,2019,0,346503,,,32019Costilla
Conejos,3,2019,,,NL,NR,32019Conejos
Clear Creek,3,2019,,693843,NR,,32019Clear Creek
Cheyenne,3,2019,,,NL,NL,32019Cheyenne
Chaffee,3,2019,,491071,NR,,32019Chaffee
Broomfield,3,2019,,,NL,NL,32019Broomfield
Boulder,3,2019,1176332,8011970,,,32019Boulder
Bent,3,2019,,,NL,NL,32019Bent
Baca,3,2019,,,NL,NL,32019Baca
Archuleta,3,2019,0,854243,,,32019Archuleta
Arapahoe,3,2019,803133,11006224,,,32019Arapahoe
Alamosa,3,2019,,,NR,NL,32019Alamosa
Adams,3,2019,756266,8196485,,,32019Adams
Yuma,2,2019,,,NL,NL,22019Yuma
Weld,2,2019,301255,2121200,,,22019Weld
Washington,2,2019,,,NL,NL,22019Washington
Teller,2,2019,,,NL,NL,22019Teller
Summit,2,2019,80495,2709353,,,22019Summit
Sum of NR Counties,2,2019,773890,2273396,,,22019Sum of NR Counties
Sedgwick,2,2019,,,NR,NR,22019Sedgwick
San Miguel,2,2019,,525448,NR,,22019San Miguel
San Juan,2,2019,,,NL,NR,22019San Juan
Saguache,2,2019,,132672,NL,,22019Saguache
Routt,2,2019,130873,1201186,,,22019Routt
Rio Grande,2,2019,,,NL,NL,22019Rio Grande
Rio Blanco,2,2019,,,NL,NL,22019Rio Blanco
Pueblo,2,2019,588137,4808565,,,22019Pueblo
Prowers,2,2019,,,NL,NL,22019Prowers
Pitkin,2,2019,48006,1317786,,,22019Pitkin
Phillips,2,2019,,,NL,NL,22019Phillips
Park,2,2019,,335651,NR,,22019Park
Ouray,2,2019,,566827,NL,,22019Ouray
Otero,2,2019,,,NR,NR,22019Otero
Morgan,2,2019,,947765,NR,,22019Morgan
Montrose,2,2019,,,NR,NL,22019Montrose
Montezuma,2,2019,80095,1524410,,,22019Montezuma
Moffat,2,2019,,506751,NR,,22019Moffat
Mineral,2,2019,,,NL,NL,22019Mineral
Mesa,2,2019,,1487806,NR,,22019Mesa
Logan,2,2019,,,NL,NL,22019Logan
Lincoln,2,2019,,,NL,NL,22019Lincoln
Las Animas,2,2019,20555,3544538,,,22019Las Animas
Larimer,2,2019,756816,5846839,,,22019Larimer
Lake,2,2019,,221282,NL,,22019Lake
La Plata,2,2019,,1858880,NR,,22019La Plata
Kit Carson,2,2019,,,NL,NL,22019Kit Carson
Kiowa,2,2019,,,NL,NL,22019Kiowa
Jefferson,2,2019,1074048,3920449,,,22019Jefferson
Jackson,2,2019,,,NL,NL,22019Jackson
Huerfano,2,2019,,,NL,NR,22019Huerfano
Hinsdale,2,2019,,,NL,NL,22019Hinsdale
Gunnison,2,2019,,564334,NL,,22019Gunnison
Grand,2,2019,,568922,NR,,22019Grand
Gilpin,2,2019,,139878,NL,,22019Gilpin
Garfield,2,2019,135259,1567583,,,22019Garfield
Fremont,2,2019,,,NR,NL,22019Fremont
Elbert,2,2019,,,NL,NL,22019Elbert
El Paso,2,2019,7212439,,,NR,22019El Paso
Eagle,2,2019,,1852626,NR,,22019Eagle
Douglas,2,2019,,,NL,NL,22019Douglas
Dolores,2,2019,,,NL,NL,22019Dolores
Denver,2,2019,10417954,29458298,,,22019Denver
Delta,2,2019,,,NL,NL,22019Delta
Custer,2,2019,,,NL,NL,22019Custer
Crowley,2,2019,,,NL,NL,22019Crowley
Costilla,2,2019,,287714,NL,,22019Costilla
Conejos,2,2019,,405953,NL,,22019Conejos
Clear Creek,2,2019,,619310,NR,,22019Clear Creek
Cheyenne,2,2019,,,NL,NL,22019Cheyenne
Chaffee,2,2019,,378248,NR,,22019Chaffee
Broomfield,2,2019,,,NL,NL,22019Broomfield
Boulder,2,2019,1084974,6792018,,,22019Boulder
Bent,2,2019,,,NL,NL,22019Bent
Baca,2,2019,,,NL,NL,22019Baca
Archuleta,2,2019,,641197,NL,,22019Archuleta
Arapahoe,2,2019,732363,9291100,,,22019Arapahoe
Alamosa,2,2019,,,NR,NL,22019Alamosa
Adams,2,2019,645769,6906948,,,22019Adams
Yuma,11,2018,,,NL,NL,112018Yuma
Weld,11,2018,350896,2346003,,,112018Weld
Washington,11,2018,,,NL,NL,112018Washington
Teller,11,2018,,,NL,NL,112018Teller
Summit,11,2018,90339,1504585,,,112018Summit
Sedgwick,11,2018,,,NR,NR,112018Sedgwick
San Miguel,11,2018,,200869,NR,,112018San Miguel
San Juan,11,2018,,,NL,NR,112018San Juan
Saguache,11,2018,,139665,NL,,112018Saguache
Routt,11,2018,125491,758528,,,112018Routt
Rio Grande,11,2018,,,NL,NL,112018Rio Grande
Rio Blanco,11,2018,,,NL,NL,112018Rio Blanco
Pueblo,11,2018,602548,4868317,,,112018Pueblo
Prowers,11,2018,,,NL,NL,112018Prowers
Pitkin,11,2018,33385,599002,,,112018Pitkin
Phillips,11,2018,,,NL,NL,112018Phillips
Park,11,2018,,324363,NR,,112018Park
Ouray,11,2018,,549988,NL,,112018Ouray
Otero,11,2018,,,NR,NR,112018Otero
Morgan,11,2018,,,NR,NR,112018Morgan
Montrose,11,2018,,,NR,NL,112018Montrose
Montezuma,11,2018,45252,1751540,,,112018Montezuma
Moffat,11,2018,,500264,NR,,112018Moffat
Mineral,11,2018,,,NL,NL,112018Mineral
Mesa,11,2018,,1553111,NR,,112018Mesa
Logan,11,2018,,,NL,NL,112018Logan
Lincoln,11,2018,,,NL,NL,112018Lincoln
Las Animas,11,2018,23048,4067789,,,112018Las Animas
Larimer,11,2018,894188,6471039,,,112018Larimer
Lake,11,2018,,193034,NL,,112018Lake
La Plata,11,2018,,1916314,NR,,112018La Plata
Kit Carson,11,2018,,,NL,NL,112018Kit Carson
Kiowa,11,2018,,,NL,NL,112018Kiowa
Jefferson,11,2018,1305975,4135774,,,112018Jefferson
Jackson,11,2018,,,NL,NL,112018Jackson
Huerfano,11,2018,,,NL,NR,112018Huerfano
Hinsdale,11,2018,,,NL,NL,112018Hinsdale
Gunnison,11,2018,,459020,NL,,112018Gunnison
Grand,11,2018,,385453,NR,,112018Grand
Gilpin,11,2018,,171444,NL,,112018Gilpin
Garfield,11,2018,118710,1540424,,,112018Garfield
Fremont,11,2018,112642,,,NL,112018Fremont
Elbert,11,2018,,,NL,NL,112018Elbert
El Paso,11,2018,7203476,,,NR,112018El Paso
Eagle,11,2018,84221,1073888,,,112018Eagle
Douglas,11,2018,,,NL,NL,112018Douglas
Dolores,11,2018,,,NL,NL,112018Dolores
Denver,11,2018,11829016,31470367,,,112018Denver
Delta,11,2018,,,NL,NL,112018Delta
Custer,11,2018,,,NL,NL,112018Custer
Crowley,11,2018,,,NL,NL,112018Crowley
Costilla,11,2018,,293351,NL,,112018Costilla
Conejos,11,2018,,448685,NL,,112018Conejos
Clear Creek,11,2018,23148,478979,,,112018Clear Creek
Cheyenne,11,2018,,,NL,NL,112018Cheyenne
Chaffee,11,2018,,379794,NR,,112018Chaffee
Broomfield,11,2018,,,NL,NL,112018Broomfield
Boulder,11,2018,1277657,7404306,,,112018Boulder
Bent,11,2018,,,NL,NL,112018Bent
Baca,11,2018,,,NL,NL,112018Baca
Archuleta,11,2018,,629695,NL,,112018Archuleta
Arapahoe,11,2018,793814,10251205,,,112018Arapahoe
Alamosa,11,2018,,,NR,NL,112018Alamosa
Adams,11,2018,475793,7404234,,,112018Adams
Yuma,10,2018,,,NL,NL,102018Yuma
Weld,10,2018,334645,2362252,,,102018Weld
Washington,10,2018,,,NL,NL,102018Washington
Teller,10,2018,,,NL,NL,102018Teller
Summit,10,2018,92669,1336205,,,102018Summit
Sedgwick,10,2018,,,NR,NR,102018Sedgwick
San Miguel,10,2018,,284125,NR,,102018San Miguel
San Juan,10,2018,,,NL,NR,102018San Juan
Saguache,10,2018,,175549,NL,,102018Saguache
Routt,10,2018,132712,851265,,,102018Routt
Rio Grande,10,2018,,,NL,NL,102018Rio Grande
Rio Blanco,10,2018,,,NL,NL,102018Rio Blanco
Pueblo,10,2018,769549,5001654,,,102018Pueblo
Prowers,10,2018,,,NL,NL,102018Prowers
Pitkin,10,2018,33868,694980,,,102018Pitkin
Phillips,10,2018,,,NL,NL,102018Phillips
Park,10,2018,,368779,NR,,102018Park
Ouray,10,2018,,612355,NL,,102018Ouray
Otero,10,2018,,,NR,NR,102018Otero
Morgan,10,2018,,,NR,NR,102018Morgan
Montrose,10,2018,,,NR,NL,102018Montrose
Montezuma,10,2018,44755,1896742,,,102018Montezuma
Moffat,10,2018,,510016,NR,,102018Moffat
Mineral,10,2018,,,NL,NL,102018Mineral
Mesa,10,2018,,1647110,NR,,102018Mesa
Logan,10,2018,,,NL,NL,102018Logan
Lincoln,10,2018,,,NL,NL,102018Lincoln
Las Animas,10,2018,27666,4273377,,,102018Las Animas
Larimer,10,2018,932833,6622929,,,102018Larimer
Lake,10,2018,,218867,NL,,102018Lake
La Plata,10,2018,,2153231,NR,,102018La Plata
Kit Carson,10,2018,,,NL,NL,102018Kit Carson
Kiowa,10,2018,,,NL,NL,102018Kiowa
Jefferson,10,2018,1249935,4153968,,,102018Jefferson
Jackson,10,2018,,,NL,NL,102018Jackson
Huerfano,10,2018,,,NL,NR,102018Huerfano
Hinsdale,10,2018,,,NL,NL,102018Hinsdale
Gunnison,10,2018,,567511,NL,,102018Gunnison
Grand,10,2018,,392970,NR,,102018Grand
Gilpin,10,2018,,194984,NL,,102018Gilpin
Garfield,10,2018,162367,1690316,,,102018Garfield
Fremont,10,2018,,,NR,NL,102018Fremont
Elbert,10,2018,,,NL,NL,102018Elbert
El Paso,10,2018,7882342,,,NR,102018El Paso
Eagle,10,2018,86610,1069220,,,102018Eagle
Douglas,10,2018,,,NL,NL,102018Douglas
Dolores,10,2018,,,NL,NL,102018Dolores
Denver,10,2018,12720334,32338630,,,102018Denver
Delta,10,2018,,,NL,NL,102018Delta
Custer,10,2018,,,NL,NL,102018Custer
Crowley,10,2018,,,NL,NR,102018Crowley
Costilla,10,2018,,349525,NL,,102018Costilla
Conejos,10,2018,,514891,NL,,102018Conejos
Clear Creek,10,2018,21140,516655,,,102018Clear Creek
Cheyenne,10,2018,,,NL,NL,102018Cheyenne
Chaffee,10,2018,,445329,NR,,102018Chaffee
Broomfield,10,2018,,,NL,NL,102018Broomfield
Boulder,10,2018,1287700,7850413,,,102018Boulder
Bent,10,2018,,,NL,NL,102018Bent
Baca,10,2018,,,NL,NL,102018Baca
Archuleta,10,2018,,722415,NL,,102018Archuleta
Arapahoe,10,2018,826764,10245761,,,102018Arapahoe
Alamosa,10,2018,,,NR,NL,102018Alamosa
Adams,10,2018,509170,7365401,,,102018Adams
Yuma,9,2018,,,NL,NL,92018Yuma
Weld,9,2018,313809,2372200,,,92018Weld
Washington,9,2018,,,NL,NL,92018Washington
Teller,9,2018,,,NL,NL,92018Teller
Summit,9,2018,94092,1613075,,,92018Summit
Sedgwick,9,2018,,,NR,NR,92018Sedgwick
San Miguel,9,2018,,509927,NR,,92018San Miguel
San Juan,9,2018,,,NL,NR,92018San Juan
Saguache,9,2018,,207584,NL,,92018Saguache
Routt,9,2018,135149,968797,,,92018Routt
Rio Grande,9,2018,,,NL,NL,92018Rio Grande
Rio Blanco,9,2018,,,NL,NL,92018Rio Blanco
Pueblo,9,2018,566009,5377188,,,92018Pueblo
Prowers,9,2018,,,NL,NL,92018Prowers
Pitkin,9,2018,44125,1030932,,,92018Pitkin
Phillips,9,2018,,,NL,NL,92018Phillips
Park,9,2018,,435826,NR,,92018Park
Ouray,9,2018,,767446,NL,,92018Ouray
Otero,9,2018,,,NR,NR,92018Otero
Morgan,9,2018,,,NR,NR,92018Morgan
Montrose,9,2018,,,NR,NL,92018Montrose
Montezuma,9,2018,94993,1978519,,,92018Montezuma
Moffat,9,2018,,518034,NR,,92018Moffat
Mineral,9,2018,,,NL,NL,92018Mineral
Mesa,9,2018,,1754898,NR,,92018Mesa
Logan,9,2018,,,NL,NL,92018Logan
Lincoln,9,2018,,,NL,NL,92018Lincoln
Las Animas,9,2018,27817,4765052,,,92018Las Animas
Larimer,9,2018,936033,6631199,,,92018Larimer
Lake,9,2018,,272478,NL,,92018Lake
La Plata,9,2018,,2338202,NR,,92018La Plata
Kit Carson,9,2018,,,NL,NL,92018Kit Carson
Kiowa,9,2018,,,NL,NL,92018Kiowa
Jefferson,9,2018,1247843,4299667,,,92018Jefferson
Jackson,9,2018,,,NL,NL,92018Jackson
Huerfano,9,2018,,,NL,NR,92018Huerfano
Hinsdale,9,2018,,,NL,NL,92018Hinsdale
Gunnison,9,2018,,760759,NL,,92018Gunnison
Grand,9,2018,,479851,NR,,92018Grand
Gilpin,9,2018,,241174,NL,,92018Gilpin
Garfield,9,2018,182576,1905410,,,92018Garfield
Fremont,9,2018,,,NR,NL,92018Fremont
Elbert,9,2018,,,NL,NL,92018Elbert
El Paso,9,2018,7786421,,,NR,92018El Paso
Eagle,9,2018,96626,1282007,,,92018Eagle
Douglas,9,2018,,,NL,NL,92018Douglas
Dolores,9,2018,,,NL,NL,92018Dolores
Denver,9,2018,12967617,34127926,,,92018Denver
Delta,9,2018,,,NL,NL,92018Delta
Custer,9,2018,,,NL,NL,92018Custer
Crowley,9,2018,,,NL,NL,92018Crowley
Costilla,9,2018,,441921,NL,,92018Costilla
Conejos,9,2018,,607872,NL,,92018Conejos
Clear Creek,9,2018,28653,620626,,,92018Clear Creek
Cheyenne,9,2018,,,NL,NL,92018Cheyenne
Chaffee,9,2018,,580551,NR,,92018Chaffee
Broomfield,9,2018,,,NL,NL,92018Broomfield
Boulder,9,2018,1299455,8099831,,,92018Boulder
Bent,9,2018,,,NL,NL,92018Bent
Baca,9,2018,,,NL,NL,92018Baca
Archuleta,9,2018,,840533,NL,,92018Archuleta
Arapahoe,9,2018,889138,10127781,,,92018Arapahoe
Alamosa,9,2018,,,NR,NL,92018Alamosa
Adams,9,2018,398277,7362649,,,92018Adams
Yuma,8,2018,,,NL,NL,82018Yuma
Weld,8,2018,331928,2539739,,,82018Weld
Washington,8,2018,,,NL,NL,82018Washington
Teller,8,2018,,,NL,NL,82018Teller
Summit,8,2018,104527,2018092,,,82018Summit
Sedgwick,8,2018,,,NR,NR,82018Sedgwick
San Miguel,8,2018,,496399,NR,,82018San Miguel
San Juan,8,2018,,,NL,NR,82018San Juan
Saguache,8,2018,,198805,NL,,82018Saguache
Routt,8,2018,157402,1028248,,,82018Routt
Rio Grande,8,2018,,,NL,NL,82018Rio Grande
Rio Blanco,8,2018,,,NL,NL,82018Rio Blanco
Pueblo,8,2018,580863,5468826,,,82018Pueblo
Prowers,8,2018,,,NL,NL,82018Prowers
Pitkin,8,2018,,1362818,NR,,82018Pitkin
Phillips,8,2018,,,NL,NL,82018Phillips
Park,8,2018,,460047,NR,,82018Park
Ouray,8,2018,,757172,NL,,82018Ouray
Otero,8,2018,,,NR,NR,82018Otero
Morgan,8,2018,,1147988,NR,,82018Morgan
Montrose,8,2018,,,NR,NL,82018Montrose
Montezuma,8,2018,97884,2031697,,,82018Montezuma
Moffat,8,2018,,,NR,NR,82018Moffat
Mineral,8,2018,,,NL,NL,82018Mineral
Mesa,8,2018,,1737216,NR,,82018Mesa
Logan,8,2018,,,NL,NL,82018Logan
Lincoln,8,2018,,,NL,NL,82018Lincoln
Las Animas,8,2018,40494,4699321,,,82018Las Animas
Larimer,8,2018,1030583,6820019,,,82018Larimer
Lake,8,2018,,330557,NL,,82018Lake
La Plata,8,2018,,2370568,NR,,82018La Plata
Kit Carson,8,2018,,,NL,NL,82018Kit Carson
Kiowa,8,2018,,,NL,NL,82018Kiowa
Jefferson,8,2018,1286756,4650674,,,82018Jefferson
Jackson,8,2018,,,NL,NL,82018Jackson
Huerfano,8,2018,,,NL,NR,82018Huerfano
Hinsdale,8,2018,,,NL,NL,82018Hinsdale
Gunnison,8,2018,,897237,NL,,82018Gunnison
Grand,8,2018,,555069,NR,,82018Grand
Gilpin,8,2018,,256201,NR,,82018Gilpin
Garfield,8,2018,186408,1914968,,,82018Garfield
Fremont,8,2018,,,NR,NL,82018Fremont
Elbert,8,2018,,,NL,NL,82018Elbert
El Paso,8,2018,7955801,,,NR,82018El Paso
Eagle,8,2018,100482,1600012,,,82018Eagle
Douglas,8,2018,,,NL,NL,82018Douglas
Dolores,8,2018,,,NL,NL,82018Dolores
Denver,8,2018,12797280,35343772,,,82018Denver
Delta,8,2018,,,NL,NL,82018Delta
Custer,8,2018,,,NL,NL,82018Custer
Crowley,8,2018,,,NL,NL,82018Crowley
Costilla,8,2018,,473881,NL,,82018Costilla
Conejos,8,2018,,651028,NL,,82018Conejos
Clear Creek,8,2018,,688187,NR,,82018Clear Creek
Cheyenne,8,2018,,,NL,NL,82018Cheyenne
Chaffee,8,2018,,650455,NR,,82018Chaffee
Broomfield,8,2018,,,NL,NL,82018Broomfield
Boulder,8,2018,1415106,8774472,,,82018Boulder
Bent,8,2018,,,NL,NL,82018Bent
Baca,8,2018,,,NL,NL,82018Baca
Archuleta,8,2018,,906585,NR,,82018Archuleta
Arapahoe,8,2018,808360,10661253,,,82018Arapahoe
Alamosa,8,2018,,,NR,NL,82018Alamosa
Adams,8,2018,400754,7613627,,,82018Adams
Yuma,7,2018,,,NL,NL,72018Yuma
Weld,7,2018,312813,2480209,,,72018Weld
Washington,7,2018,,,NL,NL,72018Washington
Teller,7,2018,,,NL,NL,72018Teller
Summit,7,2018,91088,2193931,,,72018Summit
Sedgwick,7,2018,,,NR,NR,72018Sedgwick
San Miguel,7,2018,,544147,NR,,72018San Miguel
San Juan,7,2018,,,NL,NR,72018San Juan
Saguache,7,2018,,191002,NL,,72018Saguache
Routt,7,2018,136681,1082308,,,72018Routt
Rio Grande,7,2018,,,NL,NL,72018Rio Grande
Rio Blanco,7,2018,,,NL,NL,72018Rio Blanco
Pueblo,7,2018,492063,5249580,,,72018Pueblo
Prowers,7,2018,,,NL,NL,72018Prowers
Pitkin,7,2018,47118,1357126,,,72018Pitkin
Phillips,7,2018,,,NL,NL,72018Phillips
Park,7,2018,,487238,NR,,72018Park
Ouray,7,2018,,751062,NR,,72018Ouray
Otero,7,2018,,,NR,NL,72018Otero
Morgan,7,2018,,1115451,NR,,72018Morgan
Montrose,7,2018,,,NR,NL,72018Montrose
Montezuma,7,2018,92530,2031292,,,72018Montezuma
Moffat,7,2018,,,NR,NR,72018Moffat
Mineral,7,2018,,,NL,NL,72018Mineral
Mesa,7,2018,,1674477,NR,,72018Mesa
Logan,7,2018,,,NL,NL,72018Logan
Lincoln,7,2018,,,NL,NL,72018Lincoln
Las Animas,7,2018,31952,4704196,,,72018Las Animas
Larimer,7,2018,981720,6570637,,,72018Larimer
Lake,7,2018,,318683,NL,,72018Lake
La Plata,7,2018,238044,2366479,,,72018La Plata
Kit Carson,7,2018,,,NL,NL,72018Kit Carson
Kiowa,7,2018,,,NL,NL,72018Kiowa
Jefferson,7,2018,1161582,4575835,,,72018Jefferson
Jackson,7,2018,,,NL,NL,72018Jackson
Huerfano,7,2018,,,NL,NR,72018Huerfano
Hinsdale,7,2018,,,NL,NL,72018Hinsdale
Gunnison,7,2018,,954926,NL,,72018Gunnison
Grand,7,2018,,629538,NR,,72018Grand
Gilpin,7,2018,,266111,NR,,72018Gilpin
Garfield,7,2018,218285,1917005,,,72018Garfield
Fremont,7,2018,145139,,,NL,72018Fremont
Elbert,7,2018,,,NL,NL,72018Elbert
El Paso,7,2018,7837080,,,NR,72018El Paso
Eagle,7,2018,91750,1582803,,,72018Eagle
Douglas,7,2018,,,NL,NL,72018Douglas
Dolores,7,2018,,,NL,NL,72018Dolores
Denver,7,2018,11859418,34154291,,,72018Denver
Delta,7,2018,,,NL,NL,72018Delta
Custer,7,2018,,,NL,NL,72018Custer
Crowley,7,2018,,,NL,NL,72018Crowley
Costilla,7,2018,,450314,NL,,72018Costilla
Conejos,7,2018,,621884,NL,,72018Conejos
Clear Creek,7,2018,23986,730165,,,72018Clear Creek
Cheyenne,7,2018,,,NL,NL,72018Cheyenne
Chaffee,7,2018,,699379,NR,,72018Chaffee
Broomfield,7,2018,,,NL,NL,72018Broomfield
Boulder,7,2018,1466872,8764549,,,72018Boulder
Bent,7,2018,,,NL,NL,72018Bent
Baca,7,2018,,,NL,NL,72018Baca
Archuleta,7,2018,,1015573,NR,,72018Archuleta
Arapahoe,7,2018,854281,10500847,,,72018Arapahoe
Alamosa,7,2018,,,NR,NL,72018Alamosa
Adams,7,2018,600899,7412565,,,72018Adams
Yuma,6,2018,,,NL,NL,62018Yuma
Weld,6,2018,331725,2379519,,,62018Weld
Washington,6,2018,,,NL,NL,62018Washington
Teller,6,2018,,,NL,NL,62018Teller
Summit,6,2018,84313,1668835,,,62018Summit
Sedgwick,6,2018,,,NR,NR,62018Sedgwick
San Miguel,6,2018,,453787,NR,,62018San Miguel
San Juan,6,2018,,,NL,NR,62018San Juan
Saguache,6,2018,,173495,NL,,62018Saguache
Routt,6,2018,126739,899556,,,62018Routt
Rio Grande,6,2018,,,NL,NL,62018Rio Grande
Rio Blanco,6,2018,,,NL,NL,62018Rio Blanco
Pueblo,6,2018,692724,4836544,,,62018Pueblo
Prowers,6,2018,,,NL,NL,62018Prowers
Pitkin,6,2018,52088,919527,,,62018Pitkin
Phillips,6,2018,,,NL,NL,62018Phillips
Park,6,2018,,409810,NR,,62018Park
Ouray,6,2018,,666243,NR,,62018Ouray
Otero,6,2018,,,NR,NL,62018Otero
Morgan,6,2018,,1067039,NR,,62018Morgan
Montrose,6,2018,,,NR,NL,62018Montrose
Montezuma,6,2018,59954,2023138,,,62018Montezuma
Moffat,6,2018,,,NR,NR,62018Moffat
Mineral,6,2018,,,NL,NL,62018Mineral
Mesa,6,2018,,1654095,NR,,62018Mesa
Logan,6,2018,,,NL,NL,62018Logan
Lincoln,6,2018,,,NL,NL,62018Lincoln
Las Animas,6,2018,39736,4436437,,,62018Las Animas
Larimer,6,2018,965461,6087233,,,62018Larimer
Lake,6,2018,,,NL,NR,62018Lake
La Plata,6,2018,256422,2045737,,,62018La Plata
Kit Carson,6,2018,,,NL,NL,62018Kit Carson
Kiowa,6,2018,,,NL,NL,62018Kiowa
Jefferson,6,2018,1194256,4376615,,,62018Jefferson
Jackson,6,2018,,,NL,NL,62018Jackson
Huerfano,6,2018,,,NL,NR,62018Huerfano
Hinsdale,6,2018,,,NL,NL,62018Hinsdale
Gunnison,6,2018,,697112,NL,,62018Gunnison
Grand,6,2018,,471237,NR,,62018Grand
Gilpin,6,2018,,240622,NR,,62018Gilpin
Garfield,6,2018,253141,1711546,,,62018Garfield
Fremont,6,2018,153170,,,NL,62018Fremont
Elbert,6,2018,,,NL,NL,62018Elbert
El Paso,6,2018,8272114,,,NR,62018El Paso
