county,Month,Year,Med_Tax_Rev,Rec_Tax_Rev,Med_RemainderOfState_Counties,Rec_RemainderOfState_Counties,Med_Blank_Code,Rec_Blank_Code,ID
Pitkin,3,2018,1626,,,,,,32018Pitkin
Pueblo,3,2018,16070,,,,,,32018Pueblo
Routt,3,2018,4308,,,,,,32018Routt
San Miguel,3,2018,0,,,,NR,,32018San Miguel
Sedgwick,3,2018,0,,,,NR,,32018Sedgwick
Summit,3,2018,2997,,,,,,32018Summit
Weld,3,2018,9165,,,,,,32018Weld
Sum of NR Counties,3,2018,15088,,,,,,32018Sum of NR Counties
Adams,2,2018,10047,,,,,,22018Adams
Alamosa,2,2018,0,,,,NR,,22018Alamosa
Arapahoe,2,2018,25400,,,,,,22018Arapahoe
Archuleta,2,2018,0,,,,NR,,22018Archuleta
Boulder,2,2018,47908,,,,,,22018Boulder
Chaffee,2,2018,0,,,,NR,,22018Chaffee
Clear Creek,2,2018,795,,,,,,22018Clear Creek
Denver,2,2018,353791,,,,,,22018Denver
Eagle,2,2018,2148,,,,,,22018Eagle
El Paso,2,2018,211394,,,,,,22018El Paso
Fremont,2,2018,3781,,,,,,22018Fremont
Garfield,2,2018,6667,,,,,,22018Garfield
Gilpin,2,2018,0,,,,NR,,22018Gilpin
Grand,2,2018,0,,,,NR,,22018Grand
Jefferson,2,2018,31881,,,,,,22018Jefferson
La Plata,2,2018,7721,,,,,,22018La Plata
Larimer,2,2018,30632,,,,,,22018Larimer
Las Animas,2,2018,1246,,,,,,22018Las Animas
Mesa,2,2018,0,,,,NR,,22018Mesa
Moffat,2,2018,0,,,,NR,,22018Moffat
Montezuma,2,2018,1531,,,,,,22018Montezuma
Montrose,2,2018,0,,,,NR,,22018Montrose
Morgan,2,2018,0,,,,NR,,22018Morgan
Otero,2,2018,0,,,,NR,,22018Otero
Ouray,2,2018,0,,,,NR,,22018Ouray
Park,2,2018,0,,,,NR,,22018Park
Pitkin,2,2018,1831,,,,,,22018Pitkin
Pueblo,2,2018,22316,,,,,,22018Pueblo
Routt,2,2018,4637,,,,,,22018Routt
San Miguel,2,2018,0,,,,NR,,22018San Miguel
Sedgwick,2,2018,0,,,,NR,,22018Sedgwick
Summit,2,2018,3329,,,,,,22018Summit
Weld,2,2018,9757,,,,,,22018Weld
Sum of NR Counties,2,2018,16126,,,,,,22018Sum of NR Counties
Adams,1,2018,12001,,,,,,12018Adams
Alamosa,1,2018,0,,,,NR,,12018Alamosa
Arapahoe,1,2018,26048,,,,,,12018Arapahoe
Archuleta,1,2018,0,,,,NR,,12018Archuleta
Boulder,1,2018,53814,,,,,,12018Boulder
Chaffee,1,2018,0,,,,NR,,12018Chaffee
Clear Creek,1,2018,871,,,,,,12018Clear Creek
Denver,1,2018,406884,,,,,,12018Denver
Eagle,1,2018,3722,,,,,,12018Eagle
El Paso,1,2018,236730,,,,,,12018El Paso
Fremont,1,2018,4539,,,,,,12018Fremont
Garfield,1,2018,6550,,,,,,12018Garfield
Gilpin,1,2018,0,,,,NR,,12018Gilpin
Grand,1,2018,0,,,,NR,,12018Grand
Gunnison,1,2018,0,,,,NR,,12018Gunnison
Jefferson,1,2018,52353,,,,,,12018Jefferson
La Plata,1,2018,8393,,,,,,12018La Plata
Larimer,1,2018,34043,,,,,,12018Larimer
Las Animas,1,2018,1398,,,,,,12018Las Animas
Mesa,1,2018,0,,,,NR,,12018Mesa
Moffat,1,2018,0,,,,NR,,12018Moffat
Montezuma,1,2018,1903,,,,,,12018Montezuma
Montrose,1,2018,0,,,,NR,,12018Montrose
Morgan,1,2018,0,,,,NR,,12018Morgan
Otero,1,2018,0,,,,NR,,12018Otero
Ouray,1,2018,0,,,,NR,,12018Ouray
Park,1,2018,0,,,,NR,,12018Park
Pitkin,1,2018,1620,,,,,,12018Pitkin
Pueblo,1,2018,14941,,,,,,12018Pueblo
Routt,1,2018,4921,,,,,,12018Routt
San Miguel,1,2018,0,,,,NR,,12018San Miguel
Sedgwick,1,2018,0,,,,NR,,12018Sedgwick
Summit,1,2018,3552,,,,,,12018Summit
Teller,1,2018,0,,,,NR,,12018Teller
Weld,1,2018,11638,,,,,,12018Weld
Sum of NR Counties,1,2018,16330,,,,,,12018Sum of NR Counties
Adams,12,2017,11440,,,,,,122017Adams
Alamosa,12,2017,0,,,,NR,,122017Alamosa
Arapahoe,12,2017,29558,,,,,,122017Arapahoe
Archuleta,12,2017,0,,,,NR,,122017Archuleta
Boulder,12,2017,52374,,,,,,122017Boulder
Chaffee,12,2017,0,,,,NR,,122017Chaffee
Clear Creek,12,2017,1038,,,,,,122017Clear Creek
Denver,12,2017,366058,,,,,,122017Denver
Eagle,12,2017,3327,,,,,,122017Eagle
El Paso,12,2017,206701,,,,,,122017El Paso
Fremont,12,2017,3312,,,,,,122017Fremont
Garfield,12,2017,6839,,,,,,122017Garfield
Gilpin,12,2017,0,,,,NR,,122017Gilpin
Grand,12,2017,0,,,,NR,,122017Grand
Gunnison,12,2017,0,,,,NR,,122017Gunnison
Jefferson,12,2017,40427,,,,,,122017Jefferson
La Plata,12,2017,7055,,,,,,122017La Plata
Larimer,12,2017,27212,,,,,,122017Larimer
Las Animas,12,2017,1022,,,,,,122017Las Animas
Mesa,12,2017,0,,,,NR,,122017Mesa
Montezuma,12,2017,1527,,,,,,122017Montezuma
Montrose,12,2017,0,,,,NR,,122017Montrose
Morgan,12,2017,0,,,,NR,,122017Morgan
Otero,12,2017,0,,,,NR,,122017Otero
Ouray,12,2017,0,,,,NR,,122017Ouray
Park,12,2017,0,,,,NR,,122017Park
Pitkin,12,2017,1513,,,,,,122017Pitkin
Pueblo,12,2017,10969,,,,,,122017Pueblo
Routt,12,2017,0,,,,NR,,122017Routt
San Miguel,12,2017,0,,,,NR,,122017San Miguel
Sedgwick,12,2017,0,,,,NR,,122017Sedgwick
Summit,12,2017,3219,,,,,,122017Summit
Weld,12,2017,9840,,,,,,122017Weld
Sum of NR Counties,12,2017,18207,,,,,,122017Sum of NR Counties
Adams,11,2017,26582,,,,,,112017Adams
Alamosa,11,2017,0,,,,NR,,112017Alamosa
Arapahoe,11,2017,24137,,,,,,112017Arapahoe
Archuleta,11,2017,0,,,,NR,,112017Archuleta
Boulder,11,2017,51056,,,,,,112017Boulder
Chaffee,11,2017,0,,,,NR,,112017Chaffee
Clear Creek,11,2017,882,,,,,,112017Clear Creek
Denver,11,2017,466517,,,,,,112017Denver
Eagle,11,2017,3401,,,,,,112017Eagle
El Paso,11,2017,227708,,,,,,112017El Paso
Fremont,11,2017,4018,,,,,,112017Fremont
Garfield,11,2017,8647,,,,,,112017Garfield
Gilpin,11,2017,0,,,,NR,,112017Gilpin
Grand,11,2017,0,,,,NR,,112017Grand
Gunnison,11,2017,0,,,,NR,,112017Gunnison
Jefferson,11,2017,49255,,,,,,112017Jefferson
La Plata,11,2017,8389,,,,,,112017La Plata
Larimer,11,2017,29191,,,,,,112017Larimer
Las Animas,11,2017,999,,,,,,112017Las Animas
Mesa,11,2017,0,,,,NR,,112017Mesa
Moffat,11,2017,0,,,,NR,,112017Moffat
Montezuma,11,2017,1302,,,,,,112017Montezuma
Montrose,11,2017,0,,,,NR,,112017Montrose
Morgan,11,2017,0,,,,NR,,112017Morgan
Otero,11,2017,0,,,,NR,,112017Otero
Park,11,2017,0,,,,NR,,112017Park
Pitkin,11,2017,1611,,,,,,112017Pitkin
Pueblo,11,2017,14313,,,,,,112017Pueblo
Routt,11,2017,0,,,,NR,,112017Routt
San Miguel,11,2017,0,,,,NR,,112017San Miguel
Sedgwick,11,2017,0,,,,NR,,112017Sedgwick
Summit,11,2017,3391,,,,,,112017Summit
Teller,11,2017,0,,,,NR,,112017Teller
Weld,11,2017,9155,,,,,,112017Weld
Sum of NR Counties,11,2017,20312,,,,,,112017Sum of NR Counties
Adams,10,2017,29766,,,,,,102017Adams
Alamosa,10,2017,0,,,,NR,,102017Alamosa
Arapahoe,10,2017,22182,,,,,,102017Arapahoe
Archuleta,10,2017,0,,,,NR,,102017Archuleta
Boulder,10,2017,49754,,,,,,102017Boulder
Chaffee,10,2017,0,,,,NR,,102017Chaffee
Clear Creek,10,2017,1160,,,,,,102017Clear Creek
Costilla,10,2017,0,,,,NR,,102017Costilla
Denver,10,2017,502759,,,,,,102017Denver
Eagle,10,2017,4087,,,,,,102017Eagle
El Paso,10,2017,240981,,,,,,102017El Paso
Fremont,10,2017,4667,,,,,,102017Fremont
Garfield,10,2017,10787,,,,,,102017Garfield
Gilpin,10,2017,0,,,,NR,,102017Gilpin
Grand,10,2017,0,,,,NR,,102017Grand
Jefferson,10,2017,40777,,,,,,102017Jefferson
La Plata,10,2017,8462,,,,,,102017La Plata
Larimer,10,2017,32452,,,,,,102017Larimer
Las Animas,10,2017,1181,,,,,,102017Las Animas
Mesa,10,2017,0,,,,NR,,102017Mesa
Moffat,10,2017,0,,,,NR,,102017Moffat
Montezuma,10,2017,2098,,,,,,102017Montezuma
Montrose,10,2017,0,,,,NR,,102017Montrose
Morgan,10,2017,0,,,,NR,,102017Morgan
Otero,10,2017,0,,,,NR,,102017Otero
Ouray,10,2017,0,,,,NR,,102017Ouray
Park,10,2017,0,,,,NR,,102017Park
Pitkin,10,2017,1816,,,,,,102017Pitkin
Pueblo,10,2017,15471,,,,,,102017Pueblo
Routt,10,2017,0,,,,NR,,102017Routt
San Miguel,10,2017,580,,,,,,102017San Miguel
Sedgwick,10,2017,0,,,,NR,,102017Sedgwick
Summit,10,2017,3245,,,,,,102017Summit
Weld,10,2017,9260,,,,,,102017Weld
Sum of NR Counties,10,2017,21774,,,,,,102017Sum of NR Counties
Adams,9,2017,30520,,,,,,92017Adams
Alamosa,9,2017,0,,,,NR,,92017Alamosa
Arapahoe,9,2017,32494,,,,,,92017Arapahoe
Archuleta,9,2017,0,,,,NR,,92017Archuleta
Boulder,9,2017,50861,,,,,,92017Boulder
Chaffee,9,2017,0,,,,NR,,92017Chaffee
Clear Creek,9,2017,1102,,,,,,92017Clear Creek
Costilla,9,2017,0,,,,NR,,92017Costilla
Denver,9,2017,508760,,,,,,92017Denver
Eagle,9,2017,4343,,,,,,92017Eagle
El Paso,9,2017,232556,,,,,,92017El Paso
Fremont,9,2017,5245,,,,,,92017Fremont
Garfield,9,2017,9881,,,,,,92017Garfield
Gilpin,9,2017,0,,,,NR,,92017Gilpin
Grand,9,2017,0,,,,NR,,92017Grand
Jefferson,9,2017,44969,,,,,,92017Jefferson
La Plata,9,2017,8916,,,,,,92017La Plata
Larimer,9,2017,31565,,,,,,92017Larimer
Las Animas,9,2017,1333,,,,,,92017Las Animas
Mesa,9,2017,0,,,,NR,,92017Mesa
Moffat,9,2017,0,,,,NR,,92017Moffat
Montezuma,9,2017,2667,,,,,,92017Montezuma
Montrose,9,2017,0,,,,NR,,92017Montrose
Morgan,9,2017,0,,,,NR,,92017Morgan
Otero,9,2017,0,,,,NR,,92017Otero
Park,9,2017,0,,,,NR,,92017Park
Pitkin,9,2017,1867,,,,,,92017Pitkin
Pueblo,9,2017,21657,,,,,,92017Pueblo
Routt,9,2017,0,,,,NR,,92017Routt
San Miguel,9,2017,473,,,,,,92017San Miguel
Sedgwick,9,2017,0,,,,NR,,92017Sedgwick
Summit,9,2017,3159,,,,,,92017Summit
Teller,9,2017,0,,,,NR,,92017Teller
Weld,9,2017,8927,,,,,,92017Weld
Sum of NR Counties,9,2017,23236,,,,,,92017Sum of NR Counties
Adams,8,2017,26195,,,,,,82017Adams
Alamosa,8,2017,0,,,,NR,,82017Alamosa
Arapahoe,8,2017,29587,,,,,,82017Arapahoe
Archuleta,8,2017,0,,,,NR,,82017Archuleta
Boulder,8,2017,55997,,,,,,82017Boulder
Chaffee,8,2017,0,,,,NR,,82017Chaffee
Clear Creek,8,2017,921,,,,,,82017Clear Creek
Costilla,8,2017,0,,,,NR,,82017Costilla
Denver,8,2017,507955,,,,,,82017Denver
Eagle,8,2017,3990,,,,,,82017Eagle
El Paso,8,2017,234542,,,,,,82017El Paso
Fremont,8,2017,5740,,,,,,82017Fremont
Garfield,8,2017,6908,,,,,,82017Garfield
Gilpin,8,2017,0,,,,NR,,82017Gilpin
Grand,8,2017,0,,,,NR,,82017Grand
Gunnison,8,2017,0,,,,NR,,82017Gunnison
Jefferson,8,2017,32199,,,,,,82017Jefferson
La Plata,8,2017,8696,,,,,,82017La Plata
Larimer,8,2017,33455,,,,,,82017Larimer
Las Animas,8,2017,0,,,,NR,,82017Las Animas
Mesa,8,2017,0,,,,NR,,82017Mesa
Moffat,8,2017,0,,,,NR,,82017Moffat
Montezuma,8,2017,2047,,,,,,82017Montezuma
Montrose,8,2017,0,,,,NR,,82017Montrose
Morgan,8,2017,0,,,,NR,,82017Morgan
Otero,8,2017,0,,,,NR,,82017Otero
Ouray,8,2017,0,,,,NR,,82017Ouray
Park,8,2017,0,,,,NR,,82017Park
Pitkin,8,2017,2076,,,,,,82017Pitkin
Pueblo,8,2017,17460,,,,,,82017Pueblo
Routt,8,2017,0,,,,NR,,82017Routt
San Miguel,8,2017,753,,,,,,82017San Miguel
Sedgwick,8,2017,0,,,,NR,,82017Sedgwick
Summit,8,2017,3351,,,,,,82017Summit
Weld,8,2017,8132,,,,,,82017Weld
Sum of NR Counties,8,2017,23556,,,,,,82017Sum of NR Counties
Adams,7,2017,30597,139506,,,,,72017Adams
Arapahoe,7,2017,34103,279150,,,,,72017Arapahoe
Archuleta,7,2017,0,19763,,,NR,,72017Archuleta
Boulder,7,2017,53398,200148,,,,,72017Boulder
Chaffee,7,2017,0,16274,,,NR,,72017Chaffee
Clear Creek,7,2017,1585,16559,,,,,72017Clear Creek
Conejos,7,2017,,14534,,,,,72017Conejos
Costilla,7,2017,0,11438,,,NR,,72017Costilla
Denver,7,2017,481698,885655,,,,,72017Denver
Eagle,7,2017,3072,32069,,,,,72017Eagle
El Paso,7,2017,253579,0,,,,NR,72017El Paso
Garfield,7,2017,8239,58333,,,,,72017Garfield
Gilpin,7,2017,0,7725,,,NR,,72017Gilpin
Grand,7,2017,0,9385,,,NR,,72017Grand
Gunnison,7,2017,0,10725,,,NR,,72017Gunnison
Huerfano,7,2017,,0,,,,NR,72017Huerfano
Jefferson,7,2017,32163,127460,,,,,72017Jefferson
La Plata,7,2017,17234,63041,,,,,72017La Plata
Lake,7,2017,,7274,,,,,72017Lake
Larimer,7,2017,31333,141072,,,,,72017Larimer
Las Animas,7,2017,926,126033,,,,,72017Las Animas
Mesa,7,2017,0,0,,,NR,NR,72017Mesa
Montezuma,7,2017,2140,52762,,,,,72017Montezuma
Morgan,7,2017,0,24634,,,NR,,72017Morgan
Ouray,7,2017,0,19357,,,NR,,72017Ouray
Park,7,2017,0,12169,,,NR,,72017Park
Pitkin,7,2017,1945,25771,,,,,72017Pitkin
Pueblo,7,2017,21903,104818,,,,,72017Pueblo
Routt,7,2017,0,23405,,,NR,,72017Routt
Saguache,7,2017,,0,,,,NR,72017Saguache
San Juan,7,2017,,0,,,,NR,72017San Juan
San Miguel,7,2017,672,11970,,,,,72017San Miguel
Sedgwick,7,2017,0,0,,,NR,NR,72017Sedgwick
Summit,7,2017,2933,44262,,,,,72017Summit
Weld,7,2017,8488,73106,,,,,72017Weld
Sum of NR Counties,7,2017,20830,120778,,,,,72017Sum of NR Counties
Alamosa,7,2017,0,,,,NR,,72017Alamosa
Fremont,7,2017,5918,,,,,,72017Fremont
Moffat,7,2017,0,,,,NR,,72017Moffat
Montrose,7,2017,0,,,,NR,,72017Montrose
Otero,7,2017,0,,,,NR,,72017Otero
Teller,7,2017,0,,,,NR,,72017Teller
Adams,6,2017,30141,138365,,,,,62017Adams
Arapahoe,6,2017,33906,270122,,,,,62017Arapahoe
Archuleta,6,2017,0,0,,,NR,NR,62017Archuleta
Boulder,6,2017,55178,190372,,,,,62017Boulder
Chaffee,6,2017,0,12647,,,NR,,62017Chaffee
Clear Creek,6,2017,1256,13076,,,,,62017Clear Creek
Conejos,6,2017,,12640,,,,,62017Conejos
Costilla,6,2017,0,9352,,,NR,,62017Costilla
Denver,6,2017,517605,885739,,,,,62017Denver
Eagle,6,2017,3502,24541,,,,,62017Eagle
El Paso,6,2017,267657,0,,,,NR,62017El Paso
Garfield,6,2017,9703,54425,,,,,62017Garfield
Gilpin,6,2017,0,8165,,,NR,,62017Gilpin
Grand,6,2017,0,6192,,,NR,,62017Grand
Gunnison,6,2017,0,15267,,,NR,,62017Gunnison
Huerfano,6,2017,,0,,,,NR,62017Huerfano
Jefferson,6,2017,29317,126205,,,,,62017Jefferson
La Plata,6,2017,10397,57259,,,,,62017La Plata
Lake,6,2017,,5782,,,,,62017Lake
Larimer,6,2017,32395,131764,,,,,62017Larimer
Las Animas,6,2017,0,89341,,,NR,,62017Las Animas
Mesa,6,2017,0,0,,,NR,NR,62017Mesa
Montezuma,6,2017,2214,52487,,,,,62017Montezuma
Morgan,6,2017,0,29755,,,NR,,62017Morgan
Ouray,6,2017,0,12599,,,NR,,62017Ouray
Park,6,2017,0,10155,,,NR,,62017Park
Pitkin,6,2017,1657,14163,,,,,62017Pitkin
Pueblo,6,2017,20925,96357,,,,,62017Pueblo
Routt,6,2017,4346,19046,,,,,62017Routt
Saguache,6,2017,,0,,,,NR,62017Saguache
San Juan,6,2017,,0,,,,NR,62017San Juan
San Miguel,6,2017,383,5521,,,,,62017San Miguel
Sedgwick,6,2017,0,0,,,NR,NR,62017Sedgwick
Summit,6,2017,2855,32940,,,,,62017Summit
Weld,6,2017,8099,73732,,,,,62017Weld
Sum of NR Counties,6,2017,20451,129869,,,,,62017Sum of NR Counties
Alamosa,6,2017,0,,,,NR,,62017Alamosa
Fremont,6,2017,0,,,,NR,,62017Fremont
Moffat,6,2017,0,,,,NR,,62017Moffat
Montrose,6,2017,0,,,,NR,,62017Montrose
Otero,6,2017,0,,,,NR,,62017Otero
Teller,6,2017,0,,,,NR,,62017Teller
Adams,5,2017,32817,141429,,,,,52017Adams
Arapahoe,5,2017,24274,287048,,,,,52017Arapahoe
Archuleta,5,2017,0,13515,,,NR,,52017Archuleta
Boulder,5,2017,60974,177017,,,,,52017Boulder
Chaffee,5,2017,0,10426,,,NR,,52017Chaffee
Clear Creek,5,2017,1512,13646,,,,,52017Clear Creek
Conejos,5,2017,,11856,,,,,52017Conejos
Costilla,5,2017,0,7217,,,NR,,52017Costilla
Denver,5,2017,532556,839280,,,,,52017Denver
Eagle,5,2017,4509,40768,,,,,52017Eagle
El Paso,5,2017,237951,0,,,,NR,52017El Paso
Garfield,5,2017,8733,51969,,,,,52017Garfield
Gilpin,5,2017,0,7475,,,NR,,52017Gilpin
Grand,5,2017,0,6221,,,NR,,52017Grand
Gunnison,5,2017,0,11860,,,NR,,52017Gunnison
Huerfano,5,2017,,0,,,,NR,52017Huerfano
Jefferson,5,2017,29147,134975,,,,,52017Jefferson
Lake,5,2017,,7211,,,,,52017Lake
La Plata,5,2017,8135,61222,,,,,52017La Plata
Larimer,5,2017,31925,125328,,,,,52017Larimer
Las Animas,5,2017,894,91940,,,,,52017Las Animas
Mesa,5,2017,0,0,,,NR,NR,52017Mesa
Montezuma,5,2017,2032,44742,,,,,52017Montezuma
Morgan,5,2017,0,0,,,NR,NR,52017Morgan
Ouray,5,2017,0,0,,,NR,NR,52017Ouray
Park,5,2017,0,8856,,,NR,,52017Park
Pitkin,5,2017,0,17181,,,NR,,52017Pitkin
Pueblo,5,2017,18844,84883,,,,,52017Pueblo
Routt,5,2017,5114,20380,,,,,52017Routt
Saguache,5,2017,,0,,,,NR,52017Saguache
San Juan,5,2017,,0,,,,NR,52017San Juan
San Miguel,5,2017,654,10235,,,,,52017San Miguel
Sedgwick,5,2017,0,0,,,NR,NR,52017Sedgwick
Summit,5,2017,3962,45620,,,,,52017Summit
Weld,5,2017,8173,75243,,,,,52017Weld
Combined Counties,5,2017,,130366,,,,,52017Combined Counties
Alamosa,5,2017,0,,,,NR,,52017Alamosa
Fremont,5,2017,4982,,,,,,52017Fremont
Moffat,5,2017,0,,,,NR,,52017Moffat
Montrose,5,2017,0,,,,NR,,52017Montrose
Otero,5,2017,0,,,,NR,,52017Otero
Teller,5,2017,0,,,,NR,,52017Teller
Combined Counties 2,5,2017,16892,,,,,,52017Combined Counties 2
Adams,4,2017,26842,145724,,,,,42017Adams
Arapahoe,4,2017,33771,282799,,,,,42017Arapahoe
Archuleta,4,2017,,18619,,,,,42017Archuleta
Boulder,4,2017,56283,176018,,,,,42017Boulder
Chaffee,4,2017,,12371,,,,,42017Chaffee
Clear Creek,4,2017,1815,18349,,,,,42017Clear Creek
Conejos,4,2017,,11950,,,,,42017Conejos
Costilla,4,2017,,9285,,,,,42017Costilla
Denver,4,2017,538559,842583,,,,,42017Denver
Eagle,4,2017,4584,42600,,,,,42017Eagle
Garfield,4,2017,9433,56406,,,,,42017Garfield
Gilpin,4,2017,,6473,,,,,42017Gilpin
Grand,4,2017,,14253,,,,,42017Grand
Gunnison,4,2017,,17986,,,,,42017Gunnison
Jefferson,4,2017,46752,138054,,,,,42017Jefferson
La Plata,4,2017,418,62570,,,,,42017La Plata
Larimer,4,2017,32838,129580,,,,,42017Larimer
Las Animas,4,2017,985,89954,,,,,42017Las Animas
Montezuma,4,2017,1677,47539,,,,,42017Montezuma
Park,4,2017,,10403,,,,,42017Park
Pitkin,4,2017,705,41656,,,,,42017Pitkin
Pueblo,4,2017,17842,100262,,,,,42017Pueblo
Routt,4,2017,,28355,,,,,42017Routt
San Miguel,4,2017,791,12539,,,,,42017San Miguel
Summit,4,2017,4435,82597,,,,,42017Summit
Weld,4,2017,8263,78402,,,,,42017Weld
Remainder of State,4,2017,20678,138703,"Costilla, Gilpin, Grand, Mesa, Moffat, Montrose, Morgan, Otero, Park, Routt, Sedgwick, and Teller.","El Paso, Huerfano, Lake, Mesa, Morgan, Ouray, Saguache, San Juan, and Sedgwick",,,42017Remainder of State
El Paso,4,2017,264869,,,,,,42017El Paso
Fremont,4,2017,5362,,,,,,42017Fremont
Adams,3,2017,16881,118622,,,,,32017Adams
Arapahoe,3,2017,39164,256518,,,,,32017Arapahoe
Archuleta,3,2017,,15275,,,,,32017Archuleta
Boulder,3,2017,61636,166310,,,,,32017Boulder
Chaffee,3,2017,,9073,,,,,32017Chaffee
Clear Creek,3,2017,1952,15946,,,,,32017Clear Creek
Conejos,3,2017,,9536,,,,,32017Conejos
Costilla,3,2017,,6232,,,,,32017Costilla
Denver,3,2017,582381,860182,,,,,32017Denver
Eagle,3,2017,3823,44064,,,,,32017Eagle
Garfield,3,2017,7738,46369,,,,,32017Garfield
Gilpin,3,2017,,5592,,,,,32017Gilpin
Grand,3,2017,,10486,,,,,32017Grand
Gunnison,3,2017,,22710,,,,,32017Gunnison
Jefferson,3,2017,83809,112884,,,,,32017Jefferson
La Plata,3,2017,7996,68476,,,,,32017La Plata
Lake,3,2017,,5580,,,,,32017Lake
Larimer,3,2017,30401,111818,,,,,32017Larimer
Las Animas,3,2017,875,75067,,,,,32017Las Animas
Montezuma,3,2017,1702,37104,,,,,32017Montezuma
Morgan,3,2017,,22438,,,,,32017Morgan
Ouray,3,2017,,14949,,,,,32017Ouray
Park,3,2017,,7937,,,,,32017Park
Pitkin,3,2017,3299,33421,,,,,32017Pitkin
Pueblo,3,2017,17316,74493,,,,,32017Pueblo
Routt,3,2017,4519,26802,,,,,32017Routt
San Miguel,3,2017,483,9759,,,,,32017San Miguel
Summit,3,2017,3889,70029,,,,,32017Summit
Weld,3,2017,7480,69558,,,,,32017Weld
Remainder of State,3,2017,13015,96165,"Alamosa, Archuleta, Chaffee, Costilla, Gilpin, Grand, Gunnison,  Mesa, Moffat, Montrose, Morgan, Otero, Ouray, Park, and Sedgwick","El Paso, Huerfano, Mesa, Saguache, San Juan, and Sedgwick.",,,32017Remainder of State
El Paso,3,2017,216143,,,,,,32017El Paso
Fremont,3,2017,6812,,,,,,32017Fremont
Adams,2,2017,21071,127372,,,,,22017Adams
Arapahoe,2,2017,27713,229318,,,,,22017Arapahoe
Archuletta,2,2017,,15507,,,,,22017Archuletta
Boulder,2,2017,57350,160367,,,,,22017Boulder
Chaffee,2,2017,,9199,,,,,22017Chaffee
Clear Creek,2,2017,1469,16698,,,,,22017Clear Creek
Conejos,2,2017,,8494,,,,,22017Conejos
Costilla,2,2017,,6166,,,,,22017Costilla
Denver,2,2017,431934,747069,,,,,22017Denver
Eagle,2,2017,5601,49642,,,,,22017Eagle
Garfield,2,2017,8672,39091,,,,,22017Garfield
Gilpin,2,2017,,4495,,,,,22017Gilpin
Grand,2,2017,,10764,,,,,22017Grand
Gunnison,2,2017,,10871,,,,,22017Gunnison
Jefferson,2,2017,39660,116005,,,,,22017Jefferson
La Plata,2,2017,8717,47922,,,,,22017La Plata
Lake,2,2017,,5566,,,,,22017Lake
Larimer,2,2017,27286,100562,,,,,22017Larimer
Las Animas,2,2017,,58200,,,,,22017Las Animas
Montezuma,2,2017,3140,46063,,,,,22017Montezuma
Ouray,2,2017,,10759,,,,,22017Ouray
Park,2,2017,,7784,,,,,22017Park
Pitkin,2,2017,2087,30840,,,,,22017Pitkin
Pueblo,2,2017,7671,60707,,,,,22017Pueblo
Routt,2,2017,5226,27362,,,,,22017Routt
San Miguel,2,2017,1031,14527,,,,,22017San Miguel
Summit,2,2017,,85554,,,,,22017Summit
Weld,2,2017,7422,67803,,,,,22017Weld
Remainder of State,2,2017,22330,69020,"Alamosa, Archuleta, Chaffee, Costilla, Fremont, Gilpin, Grand, Gunnison, Las Animas, Mesa, Moffat, Montrose, Morgan, Otero, Ouray, Park, Sedgwick, Summit, Teller","El Paso, Huerfano, Mesa, Morgan, Saguache, San Juan,and Sedgwick.",,,22017Remainder of State
El Paso,2,2017,194433,,,,,,22017El Paso
Adams,1,2017,14960,126839,,,,,12017Adams
Arapahoe,1,2017,37520,268979,,,,,12017Arapahoe
Boulder,1,2017,59231,161640,,,,,12017Boulder
Chaffee,1,2017,,10341,,,,,12017Chaffee
Clear Creek,1,2017,1738,20964,,,,,12017Clear Creek
Conejos,1,2017,,9755,,,,,12017Conejos
Costilla,1,2017,,7616,,,,,12017Costilla
Denver,1,2017,419489,762068,,,,,12017Denver
Eagle,1,2017,4146,40748,,,,,12017Eagle
Garfield,1,2017,7262,41432,,,,,12017Garfield
Gilpin,1,2017,,5984,,,,,12017Gilpin
Grand,1,2017,,11214,,,,,12017Grand
Gunnison,1,2017,,18269,,,,,12017Gunnison
Jefferson,1,2017,43750,123827,,,,,12017Jefferson
La Plata,1,2017,10547,53458,,,,,12017La Plata
Lake,1,2017,,5393,,,,,12017Lake
Larimer,1,2017,32979,117689,,,,,12017Larimer
Las Animas,1,2017,,69105,,,,,12017Las Animas
Montezuma,1,2017,,29368,,,,,12017Montezuma
Morgan,1,2017,,16595,,,,,12017Morgan
Ouray,1,2017,,12170,,,,,12017Ouray
Park,1,2017,,8799,,,,,12017Park
Pitkin,1,2017,-5267,35168,,,,,12017Pitkin
Pueblo,1,2017,19096,75918,,,,,12017Pueblo
Routt,1,2017,5354,23201,,,,,12017Routt
San Miguel,1,2017,858,9207,,,,,12017San Miguel
Summit,1,2017,4581,63209,,,,,12017Summit
Weld,1,2017,8586,71127,,,,,12017Weld
Remainder of State,1,2017,16391,102910,"Alamosa, Archuleta, Chaffee, Costilla, Gilpin, Grand, Gunnison, Las Animas, Mesa, Moffat, Montezuma, Montrose, Morgan, Otero, Ouray, Park, Sedgwick, and Teller","Archuletta, El Paso, Huerfano, Mesa, Saguache, San Juan,and Sedgwick.",,,12017Remainder of State
El Paso,1,2017,228115,,,,,,12017El Paso
Fremont,1,2017,4871,,,,,,12017Fremont
Adams,12,2016,11163,126500,,,,,122016Adams
Arapahoe,12,2016,53043,262716,,,,,122016Arapahoe
